prompt_id,scenario_type,model,prompt_type,output,output_length,collector,notes
P005,full_stack_developer_intern,Claude,context,"YOUR NAME your.email@email.com · (555) 000-0000 · github.com/yourusername · linkedin.com/in/yourprofile · City, State PROFESSIONAL SUMMARY Computer Science student with coursework and hands-on project experience building full-stack web applications using JavaScript, Node.js, Express, MySQL, and React. Contributed across frontend, backend, and database layers on a team-developed application featuring authentication, role-based access, and an admin dashboard — serving as team lead and coordinating development tasks throughout the project. Seeking a full-stack developer internship to apply and deepen skills in a collaborative, professional engineering environment. SKILLS Languages & Markup: JavaScript, HTML, CSS Frontend: React (coursework and personal project), EJS templating Backend: Node.js, Express Databases: MySQL, PostgreSQL, SQL schema design, seed scripting Tools & Workflow: Git, npm, basic deployment concepts Competencies: Full-stack web development, user authentication, role-based access control, debugging web features, team coordination PROJECTS AI Apps Directory (Team Class Project — Node.js, Express, EJS, MySQL) Served as team lead on a collaborative full-stack web application, coordinating task distribution and integrating contributions across frontend, backend, and database layers Built user authentication with session-based login and role-based access control, distinguishing standard users from administrators with differentiated permissions Developed an admin dashboard for managing application listings, user roles, and community-submitted ratings Designed the MySQL relational database schema and authored seed scripts to maintain consistent, repeatable development data across the team Debugged and resolved full-stack issues spanning Express route logic, EJS template rendering, and SQL query behavior through structured testing and iterative troubleshooting React Search Interface (Personal Project — React, JavaScript) Built a dynamic search interface in React using component-based architecture and state management to filter and render results in real time Structured responsive HTML and CSS layouts to ensure a consistent, functional UI across different screen sizes Managed version control with Git, maintaining a clear commit history throughout iterative development Database Schema and Seed Scripts (Coursework — SQL, MySQL, PostgreSQL) Designed normalized relational database schemas to organize data efficiently and reduce redundancy across related tables Wrote SQL seed scripts to populate development databases with structured test data, enabling repeatable and reliable local development workflows Verified schema integrity and debugged query behavior through systematic testing against expected data outputs EDUCATION Bachelor of Science, Computer Science — [University Name] — Expected [Graduation Year] Relevant coursework: Web Development, Database Systems, Full-Stack Frameworks, Data Structures, Software Engineering SUGGESTED IMPROVEMENTS Nothing below has been invented — these are real gaps worth addressing before submitting: GitHub links: If any of these project repos are public, add direct links in the project headers. Full-stack internship reviewers frequently inspect actual code — schema files, route organization, and component structure are all meaningful signals. A live link is the single strongest differentiator available to a candidate without internship experience. Live deployment: Basic deployment concepts are listed accurately as a skill. If any project was deployed to a live URL — even on a free platform such as Render, Railway, or Vercel — add the link explicitly. A working demo on a resume is a significant differentiator for full-stack internship applicants. React depth: Labeled honestly as coursework and personal project, which is correct. If additional React patterns were used beyond the search interface — hooks, props drilling, context, or API fetching — a brief added bullet would strengthen the claim without overstating it. Team size context: Team lead experience is documented accurately. If the team size is known, adding it, such as led a team of 4, gives reviewers useful scope context without exaggerating responsibility. PostgreSQL specificity: PostgreSQL is listed in skills and the schema coursework project. If it was used in a specific, identifiable project separate from MySQL, clarifying which database was used where prevents a potential interview gap. EJS vs React framing: The AI apps directory uses EJS for templating and the React search interface is a separate smaller project. This is an accurate and honest representation — but worth being prepared to discuss in an interview, since the JD emphasizes React and the primary team project used EJS instead. Role fit: This profile is well-matched for a full-stack developer internship. The AI apps directory project substantiates Node.js, Express, MySQL, authentication, role management, team leadership, and debugging — covering the core JD requirements with honest, project-backed evidence. No role-level adjustment is recommended.",,Preet,
P006,data_analyst_intern,GPT,baseline,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Information Systems junior with hands-on experience in SQL, Excel, Python pandas, Tableau basics, data cleaning, visualization, statistics coursework, and report writing. Completed projects analyzing campus survey data, querying a mock ecommerce database, and cleaning CSV data with pandas. Experienced in handling daily sales reports and training new employees in a cashier role. Seeking a Data Analyst Intern role focused on analytics, reporting, dashboards, and clear communication of data insights. --- ## Skills **Data Analysis:** Data cleaning, data visualization, reporting, analytics, statistics coursework, trend analysis **Tools:** SQL, Excel, Python pandas, Tableau basics **Technical Skills:** CSV data cleaning, database querying, dashboard-style visualizations, dataset interpretation **Professional Skills:** Attention to detail, communication, report writing, training, customer-facing experience --- ## Projects **Campus Survey Data Analysis — Excel, Tableau** * Analyzed campus survey data using Excel and Tableau to identify and summarize trends. * Created basic visualizations to make survey results easier to understand and communicate. * Practiced data cleaning, organization, and report writing for a structured dataset. **Mock Ecommerce Database — SQL** * Wrote SQL queries for a mock ecommerce database to retrieve and summarize business-style data. * Practiced filtering, organizing, and interpreting relational data for reporting purposes. * Strengthened SQL and database analysis skills through hands-on query work. **CSV Data Cleaning Notebook — Python pandas** * Built a small pandas notebook to clean CSV data and summarize trends. * Used Python pandas to organize raw data and prepare it for analysis. * Documented findings in a clear format for technical and non-technical readers. --- ## Experience **Cashier** * Handled daily sales reports with attention to detail and accuracy. * Trained new employees on work procedures and customer-facing tasks. * Applied communication, organization, and reporting skills in a fast-paced environment. --- ## Additional Notes * Currently enrolled in college as an Information Systems junior. * Resume is tailored toward Data Analyst Intern roles requiring SQL, Excel, Python, pandas, Tableau, data cleaning, reporting, and analytics.",,Osvaldo	
P006,data_analyst_intern,GPT,context,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Detail-oriented Information Systems junior seeking a Data Analyst Intern position with experience in SQL, Excel, Python pandas, Tableau basics, data cleaning, reporting, visualization, and analytics. Completed projects involving campus survey analysis, ecommerce SQL queries, and CSV data cleaning with pandas. Brings strong attention to detail, communication skills, and experience preparing daily sales reports in a customer-facing work environment. --- ## Skills **Analytics & Reporting:** Data cleaning, reporting, analytics, trend analysis, dataset interpretation, statistics coursework **Tools & Technologies:** SQL, Excel, Python, pandas, Tableau basics **Visualization:** Basic dashboards, charts, survey visualizations, summary reports **Professional Skills:** Attention to detail, communication, report writing, training, accuracy --- ## Projects **Campus Survey Data Analysis — Excel, Tableau** * Analyzed campus survey data using Excel and Tableau to identify trends and summarize findings. * Created basic dashboard-style visualizations to communicate survey results clearly. * Cleaned and organized data before preparing reports and visual summaries. **Mock Ecommerce Database Analysis — SQL** * Wrote SQL queries for a mock ecommerce database to retrieve and summarize structured data. * Practiced filtering and interpreting database results for analytics and reporting tasks. * Applied SQL skills to support data-driven answers from relational tables. **CSV Data Cleaning and Trend Summary — Python pandas** * Built a Python pandas notebook to clean CSV data and summarize trends. * Organized raw data into a more usable format for analysis and reporting. * Documented analysis steps and findings clearly for review. --- ## Experience **Cashier** * Handled daily sales reports and supported accurate transaction tracking. * Trained new employees, strengthening communication and process explanation skills. * Maintained attention to detail while working in a fast-paced customer service environment. --- ## Additional Notes * Currently enrolled in college. * Includes ATS-relevant keywords: SQL, Excel, Python, pandas, Tableau, data cleaning, dashboards, reporting, analytics, visualization, and communication.	",,Osvaldo	
P006,data_analyst_intern,Claude,baseline,"Professional Summary: Information Systems junior with hands-on experience in SQL, Excel, Python pandas, and Tableau through academic projects and coursework. Skilled in data cleaning, basic visualization, and report writing. Seeking a data analyst internship to apply technical skills in interpreting datasets and communicating findings.  Skills: Programming & Tools: SQL, Python (pandas), Excel, Tableau (basic), Jupyter Notebook Data Skills: Data cleaning, descriptive statistics, trend summarization, basic visualization, report writing Other: Attention to detail, written communication, currently enrolled in college  Experience / Projects:  Campus Survey Analysis — Excel, Tableau - Cleaned and structured campus survey data for analysis and reporting - Built Tableau visualizations to communicate trends to a non-technical audience - Wrote summary report highlighting key findings from the dataset  Mock E-Commerce SQL Project — SQL - Wrote SQL queries against a mock e-commerce database to extract and aggregate data - Used joins, groupings, and subqueries to answer analytical questions about orders and customers  CSV Data Cleaning Notebook — Python, pandas - Built a pandas notebook to ingest raw CSV data, handle missing values, and summarize trends - Documented data cleaning steps and produced output summaries  Cashier & Sales Reporting — Part-Time Retail - Produced daily sales reports and performed end-of-day reconciliation - Trained new employees on reporting procedures and register workflows  Additional Notes: Candidate is currently enrolled and meets all required qualifications for this internship role. Power BI experience is not listed; candidate should note this gap if asked during screening.",,Osvaldo	
P006,data_analyst_intern,Claude,context,"Professional Summary: Information Systems junior with hands-on experience in SQL, Python pandas, Excel, and Tableau through academic projects and coursework. Demonstrated ability to clean datasets, write structured queries, and communicate data findings through visualizations and reports. Seeking a data analyst internship to apply technical and analytical skills in a professional setting.  Skills: - Data Tools: SQL, Excel, Tableau (basic), Python (pandas), data cleaning, basic visualization - Analytics: Descriptive statistics, trend summarization, report writing - Other: Attention to detail, written communication, currently enrolled in college  Experience / Projects:  Campus Survey Analysis — Excel, Tableau - Analyzed survey dataset collected from campus population; cleaned and structured raw data for reporting - Built Tableau visualizations to communicate trends and key findings to a non-technical audience - Wrote summary report interpreting results and highlighting actionable insights  Mock E-Commerce SQL Project — SQL - Wrote SQL queries against a relational mock e-commerce database to extract, filter, and aggregate order and customer data - Practiced joins, groupings, and subqueries to answer business-style analytical questions  CSV Data Cleaning Notebook — Python, pandas - Built a Jupyter/pandas notebook to ingest raw CSV data, handle missing values, and summarize trends - Documented cleaning steps and output summaries for reproducibility  Cashier & Sales Reporting — Part-Time Retail - Handled daily sales reporting and reconciliation in a high-volume retail environment - Trained new employees on register procedures and reporting workflows, demonstrating communication and attention to detail  Suggested Improvements: - Add GPA if strong, and list relevant coursework (e.g., Database Systems, Statistics, Business Analytics) - Quantify project scope where possible (e.g., number of survey rows, tables queried) - Consider adding Power BI exposure if any exists, as it is listed as preferred in the role ",,Osvaldo	
P007,junior_data_engineer,GPT,baseline,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary New graduate with hands-on database and scripting project experience seeking a Junior Data Engineer role. Skilled in Python, SQL, PostgreSQL, MySQL, Linux, Git, CSV/JSON processing, data cleaning, and basic ETL concepts. Built projects involving CSV transformation, normalized database tables, MySQL triggers and stored procedures, and dataset audits. Experienced supporting students as a teaching assistant for an introductory programming lab. --- ## Skills **Programming & Scripting:** Python, SQL, CSV/JSON processing **Databases:** PostgreSQL, MySQL, relational databases, normalized tables, schemas, triggers, stored procedures **Data Engineering:** Basic ETL concepts, data cleaning, data quality, dataset audits, feature summaries **Tools:** Linux, Git, Jupyter Notebook **Professional Skills:** Documentation, technical communication, debugging support, ability to learn cloud data tools --- ## Projects **CSV Transformation to Normalized Tables — Python, SQL** * Built scripts to transform CSV data into normalized database tables. * Applied data cleaning and basic ETL concepts while preparing structured data. * Practiced organizing raw data into relational formats for database use. **MySQL Schema Project — MySQL** * Created a MySQL schema with triggers and stored procedures. * Applied relational database design concepts to support organized data storage. * Documented database behavior and key schema logic for review. **Dataset Audit and Feature Summary Notebooks — Python** * Wrote Python notebooks for dataset audits and feature summaries. * Reviewed dataset structure and prepared summaries to support data quality analysis. * Practiced clear documentation of data issues and observations. --- ## Experience **Teaching Assistant — Intro Programming Lab** * Assisted students with programming concepts, debugging, and lab exercises. * Communicated technical ideas clearly to beginner programmers. * Supported organized lab work and documentation during class activities. --- ## Additional Notes * Strong entry-level foundation in Python, SQL, relational databases, Linux, Git, data cleaning, ETL basics, and documentation.",,Osvaldo	
P007,junior_data_engineer,GPT,context,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Entry-level Junior Data Engineer candidate with project experience in Python, SQL, PostgreSQL, MySQL, Linux, Git, CSV/JSON processing, data cleaning, relational databases, and basic ETL concepts. Built scripts to transform CSV data into normalized tables, created MySQL schemas with triggers and stored procedures, and wrote Python notebooks for dataset audits and feature summaries. Strong documentation and technical communication skills developed through teaching assistant experience. --- ## Skills **Data Engineering:** Basic ETL concepts, data pipelines, data cleaning, data quality, CSV/JSON processing **Programming & Querying:** Python, SQL **Databases:** PostgreSQL, MySQL, relational databases, normalized tables, schemas, triggers, stored procedures **Tools & Platforms:** Linux, Git, Jupyter Notebook **Professional Skills:** Documentation, technical communication, debugging support, problem solving, ability to learn cloud data tools --- ## Projects **CSV-to-Database Transformation Scripts — Python, SQL** * Built scripts that transformed CSV data into normalized relational database tables. * Applied data cleaning steps while preparing structured data for database use. * Practiced basic ETL workflow concepts including extraction, transformation, and loading into organized tables. **MySQL Schema, Triggers, and Stored Procedures — MySQL** * Created a MySQL schema using relational database design principles. * Implemented triggers and stored procedures as part of a database project. * Documented schema structure and database logic to support maintainability. **Dataset Audit and Feature Summary Notebooks — Python** * Wrote Python notebooks to audit datasets and summarize feature information. * Reviewed data quality and generated structured summaries for analysis. * Documented findings clearly to support reproducible data review. --- ## Experience **Teaching Assistant — Intro Programming Lab** * Helped students understand programming concepts and resolve coding issues. * Provided debugging support and explained technical ideas in clear language. * Strengthened documentation and communication skills in an academic technical setting. --- ## Additional Notes * Resume emphasizes ATS keywords for Junior Data Engineer roles: Python, SQL, ETL, PostgreSQL, MySQL, data pipelines, Linux, Git, data quality, and documentation.",,Osvaldo	
P007,junior_data_engineer,Claude,baseline,"Professional Summary: Recent graduate with hands-on project experience in Python scripting, SQL, relational databases, and basic ETL concepts. Built data transformation scripts, designed MySQL schemas, and performed dataset audits through independent projects. Eager to contribute to data engineering and pipeline work in an entry-level role.  Skills: Languages & Tools: Python, SQL, Linux, Git, Bash Databases: PostgreSQL, MySQL (schemas, triggers, stored procedures) Data Engineering: CSV/JSON processing, data transformation, basic ETL, data cleaning, normalization Documentation: Dataset audit write-ups, technical summaries  Experience / Projects:  CSV-to-Relational Pipeline — Python, SQL - Wrote Python scripts to extract CSV data, transform records, and load into normalized relational tables - Applied ETL concepts including type conversion, deduplication, and structured loading  MySQL Database Schema — MySQL - Designed a relational schema with normalized tables, triggers, and stored procedures - Enforced data integrity through constraints and trigger-based logic  Dataset Audit Notebooks — Python, pandas - Built Jupyter notebooks to audit datasets for missing values, duplicates, and feature distributions - Summarized data quality findings in written reports  Teaching Assistant — Intro Programming Lab - Assisted students with programming concepts and debugging in a lab setting - Communicated technical material clearly across varying skill levels  Additional Notes: Candidate has no listed cloud platform experience; this is noted as a learning area in the job description. All other core requirements are addressed through project work.",,Osvaldo	
P007,junior_data_engineer,Claude,context,"Professional Summary: Recent graduate with project-based experience in Python scripting, SQL, relational databases, and entry-level ETL concepts. Built data transformation pipelines, designed normalized database schemas, and performed dataset audits through independent and coursework projects. Eager to contribute to data pipeline and data quality work in a junior data engineering role while continuing to develop cloud data skills.  Skills: - Languages & Scripting: Python, SQL, Bash (Linux) - Databases: PostgreSQL, MySQL (schemas, triggers, stored procedures) - Data Engineering: CSV/JSON processing, data transformation, basic ETL concepts, data cleaning, normalization - Tools: Git, Linux, Jupyter Notebook - Documentation: Technical write-ups, dataset audit summaries  Experience / Projects:  CSV-to-Relational Pipeline — Python, SQL - Wrote Python scripts to ingest CSV files, transform raw data, and load records into normalized relational tables - Applied ETL concepts including extraction, type conversion, deduplication, and structured loading  MySQL Database Schema — MySQL - Designed and implemented a relational schema with normalized tables, triggers, and stored procedures - Practiced enforcing data integrity rules at the database level using constraints and trigger logic  Dataset Audit Notebooks — Python, pandas - Built Jupyter notebooks to audit datasets for missing values, duplicates, and feature distributions - Produced written summaries of data quality findings suitable for team review  Teaching Assistant — Intro Programming Lab - Supported students in an introductory programming lab, explaining concepts and debugging code - Demonstrated communication, patience, and technical knowledge across multiple programming contexts  Suggested Improvements: - Add any exposure to cloud platforms (AWS S3, GCP BigQuery, Azure) even if limited to reading documentation or tutorials - Quantify script performance or dataset sizes where possible (e.g., processed files with X rows) - Note any familiarity with workflow tools (Airflow, dbt) if applicable",,Osvaldo	
P008,machine_learning_intern,GPT,baseline,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Computer Science senior seeking a Machine Learning Intern role with project experience in Python, scikit-learn, pandas, NumPy, model evaluation, classification metrics, Jupyter Notebook, basic NLP, and Git. Completed machine learning projects involving Naive Bayes, DistilBERT, Random Forest evaluation, confusion matrices, accuracy, precision, recall, F1, and feature importance. Strong interest in building, evaluating, and documenting machine learning experiments. --- ## Skills **Machine Learning:** Model training, model evaluation, classification, feature importance, experiment documentation **Programming & Data Tools:** Python, pandas, NumPy, Jupyter Notebook **ML Libraries:** scikit-learn **Evaluation Metrics:** Confusion matrices, accuracy, precision, recall, F1 **Other:** Basic NLP, Git, data preprocessing, technical reporting --- ## Projects **Sarcasm Classification — Naive Bayes, DistilBERT** * Trained Naive Bayes and DistilBERT models for a sarcasm classification task. * Applied basic NLP and classification concepts using Python-based workflows. * Compared model results and documented performance for project reporting. **Random Forest Evaluation Project — Python, scikit-learn** * Evaluated Random Forest models using confusion matrices, accuracy, precision, recall, and F1. * Reviewed feature importance to better understand model behavior. * Summarized model results in audit-style reports focused on data quality and performance. **Machine Learning Data Quality Reports — Jupyter Notebook** * Wrote audit-style reports about data quality and machine learning results. * Organized experiment outputs and evaluation results for clear communication. * Used notebooks to document workflows and support reproducibility. --- ## Additional Notes * No industry machine learning experience. * Honest entry-level resume focused on academic projects, tools, metrics, and documented machine learning workflows.",,Osvaldo	
P008,machine_learning_intern,GPT,context,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Computer Science senior seeking a Machine Learning Internship with hands-on academic project experience in Python, scikit-learn, pandas, NumPy, machine learning, classification, model evaluation, Jupyter Notebook, Git, and basic NLP. Completed projects using Naive Bayes, DistilBERT, and Random Forest models, with evaluation using confusion matrices, accuracy, precision, recall, F1, and feature importance. Strong ability to document experiments and communicate model results clearly. --- ## Skills **Machine Learning & Evaluation:** Model training, model evaluation, classification, data preprocessing, feature importance, experiment documentation **Programming & Libraries:** Python, scikit-learn, pandas, NumPy **Tools:** Jupyter Notebook, Git **Metrics:** Confusion matrix, accuracy, precision, recall, F1 **NLP Exposure:** Basic NLP, Naive Bayes, DistilBERT --- ## Projects **Sarcasm Classification Models — Python, NLP** * Trained Naive Bayes and DistilBERT models for sarcasm classification. * Applied Python-based machine learning workflows to a classification problem. * Documented model behavior and results for comparison and reporting. **Random Forest Classification Evaluation — scikit-learn** * Evaluated Random Forest models using confusion matrices, accuracy, precision, recall, and F1. * Reviewed feature importance to summarize which features influenced model outputs. * Communicated evaluation results through audit-style technical reports. **Data Quality and Model Results Reporting — Jupyter Notebook** * Wrote audit-style reports covering data quality and machine learning results. * Organized experiment steps, metrics, and observations for clear documentation. * Used Jupyter Notebook and Git-supported workflows for project development. --- ## Additional Notes * Candidate has no industry ML experience and is presenting academic/project experience honestly. * ATS keywords included: Python, scikit-learn, pandas, NumPy, machine learning, classification, evaluation, Jupyter, Git, NLP, data preprocessing, and model training.",,Osvaldo	
P008,machine_learning_intern,Claude,baseline,"Professional Summary: Computer Science senior with project-based experience in machine learning, classification modeling, and model evaluation. Trained and assessed models using scikit-learn and transformer-based tools, and documented experimental results using standard ML metrics. No prior industry ML experience; seeking an internship to apply academic skills in a professional environment.  Skills: ML & Data: Python, scikit-learn, pandas, NumPy, Jupyter Notebook Modeling: Naive Bayes, Random Forest, DistilBERT, classification, train/test splitting Evaluation: Accuracy, precision, recall, F1-score, confusion matrices, feature importance NLP: Basic NLP, text classification Tools: Git Documentation: Experiment write-ups, audit-style reports  Experience / Projects:  Sarcasm Classification — Python, scikit-learn, DistilBERT - Trained Naive Bayes and DistilBERT models to classify sarcasm in text data - Compared classical and transformer-based approaches and documented methodology and findings - Performed basic NLP preprocessing for feature preparation  Random Forest Evaluation — scikit-learn, pandas - Trained and evaluated a Random Forest classifier using confusion matrices, accuracy, precision, recall, F1-score, and feature importance - Wrote audit-style report summarizing data quality observations and model results  Additional Notes: Candidate has no industry ML experience; all work is project and coursework-based. This is transparently represented. Preferred NLP and deep learning exposure is present through the DistilBERT project.	",,Osvaldo	
P008,machine_learning_intern,Claude,context,"Professional Summary: Computer Science senior with coursework and project-based experience in machine learning, model evaluation, and NLP. Trained and evaluated classification models using scikit-learn and transformer-based tools, and documented experimental results with standard evaluation metrics. Seeking an ML internship to apply practical modeling and evaluation skills under professional mentorship, with no prior industry ML experience.  Skills: - ML & Data: Python, scikit-learn, pandas, NumPy, Jupyter Notebook - Modeling: Classification (Naive Bayes, Random Forest, DistilBERT), model training, train/test splitting - Evaluation: Confusion matrices, accuracy, precision, recall, F1-score, feature importance - NLP: Basic NLP, sarcasm classification (text data) - Tools: Git - Documentation: Audit-style reports, experiment write-ups  Experience / Projects:  Sarcasm Classification — Python, scikit-learn, HuggingFace DistilBERT - Trained Naive Bayes and DistilBERT models to classify sarcasm in text data - Compared classical and transformer-based approaches; documented methodology and findings - Applied basic NLP preprocessing for text feature preparation  Random Forest Evaluation Project — scikit-learn, pandas - Trained and evaluated a Random Forest classifier using confusion matrices, accuracy, precision, recall, F1-score, and feature importance analysis - Wrote audit-style report summarizing data quality issues, model behavior, and result interpretation  Suggested Improvements: - Clarify dataset sources and sizes (e.g., number of samples, class balance) to add specificity to project bullets - Note any relevant coursework (e.g., Machine Learning, Data Mining, Statistics) to strengthen academic foundation - Avoid claiming production or industry experience; current framing is appropriately honest	",,Osvaldo	
P009,cybersecurity_intern,GPT,baseline,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Computer Science sophomore seeking a Cybersecurity Intern role with experience in Linux, networking basics, Python scripting, Wireshark basics, bash, Git, basic web security concepts, and documentation. Completed labs involving TCP/IP, DNS, HTTP, packet analysis, log review, and Linux users and permissions. Brings troubleshooting experience from a campus computer lab assistant role and a strong willingness to learn security tools and workflows. --- ## Skills **Security & Networking:** Cybersecurity fundamentals, networking basics, TCP/IP, DNS, HTTP, packet analysis, log review **Tools:** Linux, Wireshark basics, bash, Git **Programming:** Python scripting **Systems:** Linux users and permissions, VM configuration **Professional Skills:** Documentation, troubleshooting, attention to detail, willingness to learn SIEM tools --- ## Projects **Networking and Packet Analysis Labs — Wireshark, TCP/IP** * Completed labs on TCP/IP, DNS, HTTP, and packet analysis. * Used Wireshark basics to observe and understand network traffic. * Documented lab steps and findings to build security fundamentals. **Suspicious Login Log Scanner — Python** * Wrote a Python script to scan log files for suspicious login attempts. * Practiced basic security monitoring through log analysis. * Organized script behavior and results through documentation. **Linux Users and Permissions Lab — Linux VM** * Configured Linux users and permissions in a virtual machine environment. * Practiced Linux command-line work related to system access control. * Strengthened understanding of Linux security fundamentals. --- ## Experience **Campus Computer Lab Assistant** * Helped students troubleshoot software issues in a campus computer lab. * Communicated technical steps clearly while assisting users. * Built practical troubleshooting and documentation skills in a support environment. --- ## Additional Notes * No certifications are listed because none were provided. * Resume is focused on cybersecurity fundamentals, Linux, networking, scripting, documentation, and troubleshooting.",,Osvaldo	
P009,cybersecurity_intern,GPT,context,"## [Candidate Name] [City, State] • [Phone] • [Email] • [LinkedIn/GitHub/Portfolio] --- ## Professional Summary Detail-oriented Computer Science sophomore seeking a Cybersecurity Internship with experience in Linux, networking fundamentals, Python scripting, Wireshark basics, bash, Git, basic web security concepts, log analysis, and technical documentation. Completed hands-on labs covering TCP/IP, DNS, HTTP, packet analysis, Linux permissions, and suspicious login review. Strong troubleshooting background from campus computer lab support and motivated to learn SIEM tools and security workflows. --- ## Skills **Cybersecurity:** Security fundamentals, log analysis, basic web security concepts, attention to detail **Networking:** TCP/IP, DNS, HTTP, packet analysis, networking basics **Tools & Systems:** Linux, Wireshark basics, bash, Git, Linux VM configuration **Programming:** Python scripting **Professional Skills:** Documentation, troubleshooting, communication, willingness to learn SIEM tools --- ## Projects **TCP/IP, DNS, HTTP, and Packet Analysis Labs — Wireshark** * Completed classroom labs focused on TCP/IP, DNS, HTTP, and packet analysis. * Used Wireshark basics to inspect packets and understand network activity. * Documented observations and lab results to support clear technical communication. **Suspicious Login Attempt Scanner — Python** * Wrote a Python script to scan log files for suspicious login attempts. * Applied scripting to basic cybersecurity log review and monitoring tasks. * Practiced organizing findings for documentation and review. **Linux User and Permission Configuration — Linux VM** * Configured Linux users and permissions in a virtual machine. * Used Linux command-line tools to practice system access control concepts. * Built familiarity with Linux administration tasks relevant to security fundamentals. --- ## Experience **Campus Computer Lab Assistant** * Helped students troubleshoot software problems and basic technical issues. * Explained technical steps clearly to users with different skill levels. * Strengthened problem-solving, communication, and support documentation skills. --- ## Additional Notes * No certifications included because none were provided. * ATS keywords included: cybersecurity, Linux, networking, Python, Wireshark, logs, SIEM, vulnerability, documentation, and troubleshooting.",,Osvaldo	
P009,cybersecurity_intern,Claude,baseline,"Professional Summary: Sophomore Computer Science student with foundational lab and coursework experience in networking, Linux, and cybersecurity concepts. Completed protocol analysis labs using Wireshark, wrote Python scripts for log monitoring, and configured Linux environments in a virtual machine. Seeking a cybersecurity internship to develop practical skills in a professional security setting.  Skills: Networking: TCP/IP, DNS, HTTP, packet analysis, Wireshark (basic) Systems: Linux (user management, permissions, VM), Bash scripting Scripting: Python Security: Log analysis, basic web security concepts, vulnerability awareness Tools: Git, browser developer tools Other: Documentation, troubleshooting, attention to detail  Experience / Projects:  Networking & Protocol Labs — Coursework - Completed labs covering TCP/IP, DNS, HTTP, and packet capture and analysis using Wireshark - Identified protocol behavior and inspected packet-level traffic data  Log Analysis Script — Python - Wrote a Python script to parse system log files and flag patterns indicative of suspicious login attempts - Documented findings and script logic for review  Linux VM Configuration — Coursework - Configured Linux user accounts, groups, and permissions in a virtual machine environment - Documented system configuration steps and access control decisions  Campus Computer Lab Assistant - Troubleshot software and hardware issues for students in a campus lab setting - Communicated technical solutions clearly to non-technical users  Additional Notes: Candidate holds no certifications at this time; none have been invented or implied. SIEM tool experience is not listed; candidate should flag willingness to learn during interviews.",,Osvaldo	
P009,cybersecurity_intern,Claude,context,"Professional Summary: Sophomore Computer Science student with foundational coursework and lab experience in networking, Linux, and security fundamentals. Completed hands-on labs covering TCP/IP, DNS, HTTP, and packet analysis, and wrote Python scripts for log-based anomaly detection. Seeking a cybersecurity internship to build on classroom skills and contribute to security monitoring and documentation tasks.  Skills: - Networking: TCP/IP, DNS, HTTP, packet analysis (Wireshark basics) - Systems: Linux (user management, permissions, VM configuration), Bash scripting - Scripting: Python - Security Concepts: Log analysis, web security basics, vulnerability awareness - Tools: Git, browser developer tools - Other: Documentation, troubleshooting, attention to detail  Experience / Projects:  Networking & Protocol Labs — Coursework - Completed structured labs covering TCP/IP, DNS, HTTP, and packet capture using Wireshark - Analyzed network traffic to identify protocol behavior and inspect packet-level data  Log Analysis Script — Python - Wrote a Python script to scan system log files and flag suspicious login attempt patterns - Applied basic security logic to detect anomalies and document findings  Linux VM Configuration — Coursework - Configured Linux user accounts, groups, and file permissions in a virtual machine environment - Practiced system hardening fundamentals and documented configuration steps  Campus Computer Lab Assistant - Assisted students with software troubleshooting and hardware issues in a campus lab setting - Logged recurring issues and communicated solutions clearly to non-technical users  Suggested Improvements: - Pursue and list any entry-level certifications in progress (e.g., CompTIA Security+, Google Cybersecurity Certificate) — do not list until earned - Add any exposure to SIEM tools (Splunk, Microsoft Sentinel) even in a lab or tutorial context if applicable - Note any CTF participation or additional self-study platforms (TryHackMe, Hack The Box) if used",,Osvaldo	
